local,preco,metragem,quartos,garagens,banheiros,bairro
"Santa Cândida, Curitiba",420000,110.0,3.0,4.0,2.0,60
"Boa Vista, Curitiba",580000,170.0,3.0,3.0,3.0,15
"Jardim das Américas, Curitiba",935003,176.0,3.0,3.0,2.0,45
"Cidade Industrial, Curitiba",290000,72.0,3.0,1.0,2.0,33
"Água Verde, Curitiba",730000,155.0,3.0,3.0,3.0,1
"Barreirinha, Curitiba",1499000,254.0,4.0,4.0,3.0,12
"Boqueirão, Curitiba",815000,144.0,3.0,2.0,4.0,17
"Boqueirão, Curitiba",849500,149.0,3.0,2.0,4.0,17
"Pinheirinho, Curitiba",1350000,293.0,3.0,2.0,5.0,55
"Capão Raso, Curitiba",1490000,290.0,3.0,,,26
"Bairro Alto, Curitiba",549000,160.0,3.0,3.0,3.0,10
"Santo Inácio, Curitiba",785000,189.0,4.0,2.0,3.0,63
"Bacacheri, Curitiba",880000,172.0,3.0,2.0,2.0,9
"Cachoeira, Curitiba",364000,81.0,3.0,3.0,3.0,20
"Uberaba, Curitiba",690000,128.0,3.0,2.0,4.0,75
"Bairro Alto, Curitiba",470000,63.0,3.0,1.0,2.0,10
"Abranches, Curitiba",795000,164.0,3.0,2.0,2.0,0
"Boqueirão, Curitiba",679900,166.0,3.0,3.0,2.0,17
"Vila São Pedro, Curitiba",250000,80.0,3.0,2.0,1.0,-1
"Santa Cândida, Curitiba",640000,115.0,3.0,1.0,3.0,60
"Cajuru, Curitiba",160000,28.0,1.0,3.0,1.0,21
"Água Verde, Curitiba",1046664,145.0,3.0,1.0,5.0,1
"Água Verde, Curitiba",1210464,168.0,3.0,1.0,5.0,1
"Vista Alegre, Curitiba",1260000,184.0,2.0,2.0,3.0,78
"Xaxim, Curitiba",420000,250.0,4.0,4.0,3.0,79
"Tingui, Curitiba",1918000,274.0,3.0,2.0,4.0,74
"Mossunguê, Curitiba",2850000,336.0,4.0,4.0,5.0,50
"Bairro Alto, Curitiba",670000,500.0,5.0,5.0,2.0,10
"Cajuru, Curitiba",620000,182.0,4.0,3.0,2.0,21
"Campina do Siqueira, Curitiba",1100000,239.0,3.0,2.0,4.0,22
"Jardim das Américas, Curitiba",650000,,,,,45
"Abranches, Curitiba",835812,112.0,3.0,2.0,2.0,0
"Tingui, Curitiba",2733000,296.0,4.0,6.0,5.0,74
"Bairro Alto, Curitiba",530000,116.0,3.0,2.0,2.0,10
"Xaxim, Curitiba",660000,141.0,3.0,3.0,4.0,79
"Guabirotuba, Curitiba",930000,248.0,4.0,4.0,4.0,39
"Cabral, Curitiba",1190000,280.0,3.0,,3.0,19
"Uberaba, Curitiba",635000,110.0,3.0,2.0,3.0,75
"Bairro Alto, Curitiba",278000,60.0,2.0,2.0,1.0,10
"Bairro Alto, Curitiba",598000,,,,,10
"Xaxim, Curitiba",740000,139.0,3.0,3.0,4.0,79
"Lindóia, Curitiba",566000,147.0,3.0,1.0,2.0,48
"Barreirinha, Curitiba",925000,400.0,5.0,5.0,3.0,12
"Guabirotuba, Curitiba",1015000,179.0,3.0,2.0,3.0,39
"Bom Retiro, Curitiba",983279,164.0,3.0,1.0,3.0,16
"Jardim Social, Curitiba",868000,205.0,3.0,3.0,4.0,44
"Umbará, Curitiba",600000,150.0,3.0,1.0,3.0,76
"Novo Mundo, Curitiba",830000,125.0,3.0,2.0,3.0,51
"Bairro Alto, Curitiba",530000,116.0,3.0,2.0,3.0,10
"Cajuru, Curitiba",650000,117.0,3.0,3.0,3.0,21
"Umbará, Curitiba",780000,149.0,3.0,,1.0,76
"Boa Vista, Curitiba",850000000,200.0,4.0,2.0,3.0,15
"Portão, Curitiba",1199000,232.0,4.0,2.0,4.0,56
"Capão Raso, Curitiba",1950000,284.0,4.0,7.0,5.0,26
"Uberaba, Curitiba",559900,105.0,3.0,2.0,2.0,75
"Boa Vista, Curitiba",2200000,429.0,5.0,5.0,5.0,15
"Alto Boqueirão, Curitiba",299000,61.0,3.0,2.0,2.0,3
"Cidade Industrial, Curitiba",285000,80.0,2.0,2.0,2.0,33
"Atuba, Curitiba",685000,277.0,5.0,3.0,3.0,7
"Mercês, Curitiba",1180000,176.0,3.0,2.0,3.0,49
"Mercês, Curitiba",1090000,176.0,3.0,2.0,3.0,49
"Pilarzinho, Curitiba",719000,189.0,3.0,5.0,3.0,54
"Bairro Alto, Curitiba",450000,120.0,3.0,2.0,2.0,10
"Capão Raso, Curitiba",365000,,,,,26
"Xaxim, Curitiba",660000,141.0,3.0,2.0,4.0,79
"Santa Cândida, Curitiba",610000,160.0,3.0,3.0,3.0,60
"Jardim das Américas, Curitiba",760000,125.0,3.0,2.0,3.0,45
"Boqueirão, Curitiba",585000,115.0,3.0,2.0,3.0,17
"Capão Raso, Curitiba",900000,325.0,4.0,6.0,4.0,26
"Hauer, Curitiba",599900,122.0,3.0,2.0,3.0,41
"Água Verde, Curitiba",1405000,161.0,3.0,2.0,4.0,1
"Uberaba, Curitiba",1650000,305.0,3.0,2.0,5.0,75
"Hauer, Curitiba",714386,122.0,3.0,2.0,4.0,41
"Xaxim, Curitiba",1179000,221.0,2.0,6.0,3.0,79
"Boqueirão, Curitiba",595000,,,,,17
"Cajuru, Curitiba",695000,257.0,3.0,4.0,2.0,21
"Jardim das Américas, Curitiba",880000,140.0,3.0,2.0,4.0,45
"Uberaba, Curitiba",450000,120.0,2.0,2.0,2.0,75
"Jardim Social, Curitiba",1199997,204.0,3.0,2.0,3.0,44
"Uberaba, Curitiba",450000,87.0,3.0,2.0,3.0,75
"Bairro Alto, Curitiba",670000,152.0,3.0,2.0,4.0,10
"Umbará, Curitiba",310000,70.0,2.0,1.0,1.0,76
"Cidade Industrial, Curitiba",309900,71.0,3.0,,,33
"Barreirinha, Curitiba",599900,137.0,3.0,2.0,2.0,12
"São Braz, Curitiba",650000,260.0,3.0,5.0,2.0,64
"Santa Felicidade, Curitiba",6800000,850.0,4.0,6.0,10.0,61
"Barreirinha, Curitiba",590000,120.0,3.0,2.0,3.0,12
"São Braz, Curitiba",987000,156.0,3.0,2.0,4.0,64
"Uberaba, Curitiba",1233001,217.0,3.0,2.0,3.0,75
"Vila Izabel, Curitiba",1790000,350.0,4.0,6.0,4.0,77
"Sitio Cercado, Curitiba",400000,85.0,3.0,2.0,2.0,70
"São João, Curitiba",2280000,422.0,3.0,4.0,4.0,66
"Jardim das Américas, Curitiba",650000,148.0,4.0,4.0,3.0,45
"Tarumã, Curitiba",480000,150.0,,,,72
"Santa Felicidade, Curitiba",2400000,346.0,4.0,8.0,5.0,61
"Cajuru, Curitiba",745000,203.0,5.0,6.0,4.0,21
"Água Verde, Curitiba",1414000,196.0,3.0,1.0,4.0,1
"Ahú, Curitiba",1900000,279.0,4.0,2.0,4.0,2
"Campo de Santana, Curitiba",200000,40.0,2.0,1.0,1.0,24
"São Braz, Curitiba",1720000,320.0,,,,64
"Boqueirão, Curitiba",540000,130.0,3.0,2.0,2.0,17
"Tatuquara, Curitiba",265000,72.0,3.0,1.0,1.0,73
"Boa Vista, Curitiba",640000,120.0,3.0,2.0,3.0,15
"Uberaba, Curitiba",630000,113.0,3.0,5.0,3.0,75
"Hugo Lange, Curitiba",950000,145.0,3.0,2.0,3.0,42
"Alto Boqueirão, Curitiba",329900,55.0,2.0,1.0,1.0,3
"Uberaba, Curitiba",619000,179.0,3.0,3.0,4.0,75
"Guabirotuba, Curitiba",899000,152.0,3.0,1.0,3.0,39
"Bom Retiro, Curitiba",900148,124.0,3.0,2.0,4.0,16
"Campo Comprido, Curitiba",665000,109.0,3.0,2.0,2.0,23
"Campo de Santana, Curitiba",210000,58.0,3.0,1.0,1.0,24
"Pilarzinho, Curitiba",869999,171.0,3.0,2.0,4.0,54
"Água Verde, Curitiba",945000,152.0,3.0,2.0,4.0,1
"Atuba, Curitiba",695000,169.0,3.0,2.0,3.0,7
"Xaxim, Curitiba",529000,133.0,3.0,3.0,3.0,79
"Lindóia, Curitiba",650000,150.0,3.0,2.0,3.0,48
"Cajuru, Curitiba",499000,150.0,3.0,3.0,2.0,21
"Juvevê, Curitiba",1950000,355.0,4.0,4.0,6.0,46
"Alto Boqueirão, Curitiba",420000,134.0,3.0,3.0,2.0,3
"Boqueirão, Curitiba",458000,120.0,3.0,2.0,3.0,17
"Bom Retiro, Curitiba",956500,179.0,3.0,2.0,1.0,16
"Boqueirão, Curitiba",680000,166.0,3.0,1.0,3.0,17
"Jardim das Américas, Curitiba",795000,137.0,3.0,1.0,5.0,45
"Cidade Industrial, Curitiba",1399000,,,,,33
"Cidade Industrial, Curitiba",1197000,259.0,3.0,2.0,3.0,33
"Cidade Industrial, Curitiba",749000,220.0,3.0,2.0,2.0,33
"São Braz, Curitiba",1850000,296.0,4.0,10.0,4.0,64
"Pilarzinho, Curitiba",869000,170.0,3.0,2.0,4.0,54
"Fazendinha, Curitiba",730000,141.0,4.0,2.0,3.0,37
"Atuba, Curitiba",749000,327.0,3.0,4.0,3.0,7
"Mercês, Curitiba",1099997,273.0,3.0,2.0,4.0,49
"Boqueirão, Curitiba",579000,91.0,2.0,1.0,2.0,17
"Hugo Lange, Curitiba",3450000,480.0,5.0,4.0,6.0,42
"Boqueirão, Curitiba",598997,143.0,3.0,3.0,3.0,17
"Jardim das Américas, Curitiba",855000,123.0,3.0,2.0,3.0,45
"Pinheirinho, Curitiba",450000,155.0,3.0,3.0,3.0,55
"Portão, Curitiba",1590000,320.0,3.0,10.0,3.0,56
"Centro Cívico, Curitiba",4380800,595.0,15.0,20.0,5.0,28
"Abranches, Curitiba",815505,112.0,3.0,2.0,1.0,0
"Xaxim, Curitiba",530000,129.0,3.0,,3.0,79
"Bairro Alto, Curitiba",370000,44.0,2.0,1.0,2.0,10
"Jardim das Américas, Curitiba",698000,111.0,3.0,2.0,4.0,45
"Boqueirão, Curitiba",315000,140.0,3.0,1.0,2.0,17
"Santa Cândida, Curitiba",490000,122.0,3.0,2.0,3.0,60
"Hugo Lange, Curitiba",3200000,410.0,5.0,10.0,5.0,42
"Jardim das Américas, Curitiba",1450000,307.0,4.0,2.0,2.0,45
"Jardim das Américas, Curitiba",1255000,250.0,3.0,4.0,3.0,45
"Mossunguê, Curitiba",1765000,266.0,3.0,4.0,3.0,50
"Atuba, Curitiba",2499000,336.0,4.0,6.0,5.0,7
"Bairro Alto, Curitiba",999900,270.0,3.0,6.0,4.0,10
"São Lourenço, Curitiba",3500000,485.0,4.0,8.0,4.0,67
"Guabirotuba, Curitiba",357000,64.0,2.0,2.0,2.0,39
"Xaxim, Curitiba",1400000,420.0,5.0,6.0,3.0,79
"Xaxim, Curitiba",489900,180.0,3.0,2.0,2.0,79
"Uberaba, Curitiba",799000,210.0,4.0,3.0,3.0,75
"Santa Cândida, Curitiba",440000,95.0,3.0,3.0,2.0,60
"Bairro Alto, Curitiba",598000,102.0,3.0,3.0,3.0,10
"Capão Raso, Curitiba",1350000,285.0,4.0,8.0,3.0,26
"Bacacheri, Curitiba",775000,200.0,3.0,2.0,3.0,9
"Cidade Industrial, Curitiba",360000,54.0,3.0,2.0,2.0,33
"Santa Felicidade, Curitiba",659000,123.0,3.0,2.0,3.0,61
"Ahú, Curitiba",750000,164.0,3.0,4.0,5.0,2
"Xaxim, Curitiba",549000,106.0,3.0,1.0,2.0,79
"Cidade Industrial, Curitiba",607000,144.0,3.0,3.0,4.0,33
"Jardim das Américas, Curitiba",1150000,188.0,3.0,2.0,5.0,45
"Abranches, Curitiba",450000,166.0,3.0,4.0,1.0,0
"Boqueirão, Curitiba",800000,260.0,3.0,3.0,2.0,17
"Santa Cândida, Curitiba",320000,85.0,3.0,2.0,1.0,60
"Tarumã, Curitiba",1180000,244.0,4.0,6.0,3.0,72
"Boqueirão, Curitiba",750000,,,,,17
"Uberaba, Curitiba",859000,150.0,3.0,2.0,3.0,75
"Jardim das Américas, Curitiba",1199000,155.0,3.0,2.0,4.0,45
"Campo Comprido, Curitiba",693000,143.0,3.0,5.0,3.0,23
"Santa Cândida, Curitiba",650000,150.0,3.0,2.0,2.0,60
"Mercês, Curitiba",1595000,252.0,3.0,2.0,4.0,49
"Uberaba, Curitiba",650000,150.0,3.0,2.0,3.0,75
"Santo Inácio, Curitiba",798000,268.0,4.0,4.0,3.0,63
"Campo Comprido, Curitiba",1475000,250.0,4.0,3.0,5.0,23
"Boa Vista, Curitiba",2300000,270.0,4.0,5.0,4.0,15
"Abranches, Curitiba",599000,450.0,4.0,3.0,3.0,0
"Uberaba, Curitiba",750000,,,,,75
"Cajuru, Curitiba",1370000,412.0,5.0,3.0,6.0,21
"Sitio Cercado, Curitiba",310000,100.0,3.0,4.0,1.0,70
"Sitio Cercado, Curitiba",492000,163.0,3.0,2.0,2.0,70
"Cidade Industrial, Curitiba",349000,120.0,3.0,3.0,2.0,33
"Boqueirão, Curitiba",599004,143.0,3.0,3.0,3.0,17
"Sitio Cercado, Curitiba",400000,220.0,4.0,2.0,4.0,70
"Boqueirão, Curitiba",930000,230.0,3.0,3.0,4.0,17
"Boa Vista, Curitiba",1000000,319.0,3.0,5.0,4.0,15
"Xaxim, Curitiba",750000,220.0,4.0,4.0,4.0,79
"Bacacheri, Curitiba",850000,174.0,3.0,3.0,2.0,9
"Batel, Curitiba",3700000,526.0,4.0,4.0,5.0,13
"Cajuru, Curitiba",675000,135.0,3.0,2.0,4.0,21
"Fazendinha, Curitiba",240000,50.0,2.0,1.0,1.0,37
"Boqueirão, Curitiba",1200000,109.0,3.0,2.0,1.0,17
"Santa Cândida, Curitiba",600000,104.0,3.0,2.0,2.0,60
"Pinheirinho, Curitiba",435000,74.0,3.0,1.0,2.0,55
"Alto Boqueirão, Curitiba",485000,72.0,3.0,2.0,2.0,3
"Campo Comprido, Curitiba",4699000,751.0,5.0,6.0,7.0,23
"Boqueirão, Curitiba",543000,100.0,3.0,2.0,3.0,17
"Jardim das Américas, Curitiba",935027,176.0,3.0,3.0,2.0,45
"Boa Vista, Curitiba",2300001,270.0,4.0,3.0,3.0,15
"Bairro Alto, Curitiba",389950,110.0,3.0,2.0,2.0,10
"Pinheirinho, Curitiba",320000,53.0,2.0,1.0,2.0,55
"Cajuru, Curitiba",690000,138.0,3.0,2.0,4.0,21
"Umbará, Curitiba",770000,140.0,3.0,2.0,2.0,76
"Água Verde, Curitiba",1470000,604.0,4.0,9.0,7.0,1
"Boa Vista, Curitiba",1198000,157.0,3.0,5.0,5.0,15
"Portão, Curitiba",810000,179.0,3.0,7.0,3.0,56
"Bom Retiro, Curitiba",993693,165.0,3.0,1.0,5.0,16
"Centro Cívico, Curitiba",3200000,614.0,,,,28
"Atuba, Curitiba",490000,104.0,3.0,2.0,3.0,7
"Uberaba, Curitiba",425000,90.0,2.0,2.0,2.0,75
"Bom Retiro, Curitiba",1150000,190.0,3.0,2.0,3.0,16
"Santa Felicidade, Curitiba",2000000,415.0,4.0,4.0,4.0,61
"Hauer, Curitiba",660000,129.0,3.0,2.0,3.0,41
"Fanny, Curitiba",990000,,,,,36
"Santa Felicidade, Curitiba",890000,280.0,,,,61
"Boqueirão, Curitiba",369000,118.0,2.0,2.0,2.0,17
"Sitio Cercado, Curitiba",1380000,480.0,3.0,3.0,3.0,70
"Sitio Cercado, Curitiba",380000,140.0,3.0,2.0,1.0,70
"Sitio Cercado, Curitiba",320000,100.0,3.0,1.0,2.0,70
"Taboão, Curitiba",510000,118.0,3.0,2.0,3.0,71
"Ahú, Curitiba",598000,132.0,3.0,2.0,2.0,2
"Vista Alegre, Curitiba",1060000,175.0,3.0,2.0,4.0,78
"Vista Alegre, Curitiba",1120000,197.0,3.0,2.0,4.0,78
"Água Verde, Curitiba",1210464,168.0,3.0,2.0,5.0,1
"Fanny, Curitiba",680000,134.0,3.0,1.0,3.0,36
"Bacacheri, Curitiba",1100000,163.0,3.0,2.0,5.0,9
"Bacacheri, Curitiba",780000,194.0,3.0,2.0,4.0,9
"Capão Raso, Curitiba",780000,130.0,3.0,3.0,1.0,26
"Santo Inácio, Curitiba",720000,113.0,3.0,2.0,3.0,63
"Xaxim, Curitiba",450000,76.0,3.0,1.0,3.0,79
"Uberaba, Curitiba",980000,216.0,3.0,4.0,2.0,75
"Boqueirão, Curitiba",369900,100.0,3.0,2.0,1.0,17
"Bom Retiro, Curitiba",954648,164.0,3.0,1.0,3.0,16
"Boqueirão, Curitiba",329998,96.0,2.0,1.0,1.0,17
"Santa Cândida, Curitiba",3999900,720.0,4.0,8.0,4.0,60
"Jardim Botânico, Curitiba",970000,238.0,4.0,2.0,3.0,43
"Pilarzinho, Curitiba",470000,92.0,3.0,1.0,2.0,54
"Parolin, Curitiba",460911,83.0,3.0,1.0,2.0,53
"Guaíra, Curitiba",735000,120.0,3.0,4.0,2.0,40
"Santa Felicidade, Curitiba",1090000,305.0,3.0,4.0,3.0,61
"São Lourenço, Curitiba",1280000,295.0,4.0,4.0,6.0,67
"Pilarzinho, Curitiba",1100000,495.0,4.0,6.0,8.0,54
"Campo de Santana, Curitiba",170000,38.0,2.0,1.0,1.0,24
"Vila Izabel, Curitiba",1250000,274.0,3.0,2.0,4.0,77
"Campo de Santana, Curitiba",195000,51.0,3.0,1.0,1.0,24
"Campo de Santana, Curitiba",200000,50.0,3.0,1.0,1.0,24
"Pilarzinho, Curitiba",780000,322.0,3.0,6.0,3.0,54
"Capão da Imbuia, Curitiba",1050000,200.0,3.0,2.0,3.0,25
"Bom Retiro, Curitiba",1150000,239.0,3.0,4.0,5.0,16
"Vista Alegre, Curitiba",1120000,194.0,3.0,2.0,4.0,78
"São Lourenço, Curitiba",760000,151.0,3.0,3.0,3.0,67
"Capão Raso, Curitiba",748000,250.0,3.0,3.0,3.0,26
"Alto Boqueirão, Curitiba",900000,247.0,4.0,3.0,2.0,3
"Bairro Alto, Curitiba",680000,116.0,3.0,2.0,3.0,10
"Bairro Alto, Curitiba",645000,160.0,3.0,1.0,2.0,10
"Uberaba, Curitiba",1450000,290.0,4.0,4.0,3.0,75
"Campo de Santana, Curitiba",265000,,,,,24
"Cidade Industrial, Curitiba",165000,72.0,2.0,2.0,1.0,33
"Jardim das Américas, Curitiba",460000,90.0,3.0,2.0,2.0,45
"Santa Felicidade, Curitiba",700000,145.0,3.0,3.0,2.0,61
"Xaxim, Curitiba",429000,118.0,3.0,2.0,3.0,79
"Cajuru, Curitiba",880000,188.0,3.0,5.0,4.0,21
"Guaíra, Curitiba",735000,159.0,3.0,4.0,1.0,40
"Santo Inácio, Curitiba",819000,134.0,3.0,2.0,3.0,63
"São Braz, Curitiba",1650000,287.0,4.0,4.0,5.0,64
"Abranches, Curitiba",779000,180.0,3.0,3.0,4.0,0
"Boa Vista, Curitiba",589000,150.0,4.0,2.0,3.0,15
"Jardim das Américas, Curitiba",449900,112.0,4.0,2.0,3.0,45
"Mossunguê, Curitiba",989950,180.0,3.0,2.0,4.0,50
"Hauer, Curitiba",639172,123.0,3.0,1.0,2.0,41
"Pinheirinho, Curitiba",350000,90.0,3.0,2.0,3.0,55
"Mercês, Curitiba",1100001,273.0,3.0,2.0,4.0,49
"Uberaba, Curitiba",1930000,246.0,3.0,5.0,5.0,75
"Pinheirinho, Curitiba",290000,68.0,2.0,1.0,1.0,55
"Tingui, Curitiba",790000,120.0,3.0,1.0,4.0,74
"Mercês, Curitiba",990000,169.0,3.0,3.0,4.0,49
"Uberaba, Curitiba",550000,117.0,3.0,1.0,4.0,75
"Jardim Social, Curitiba",1800000,340.0,4.0,2.0,4.0,44
"Campo de Santana, Curitiba",180000,47.0,2.0,1.0,1.0,24
"Água Verde, Curitiba",985000,159.0,3.0,2.0,4.0,1
"Novo Mundo, Curitiba",1296000,200.0,4.0,4.0,3.0,51
"Jardim das Américas, Curitiba",935005,176.0,3.0,3.0,2.0,45
"Campo Comprido, Curitiba",450000,100.0,2.0,3.0,1.0,23
"Cabral, Curitiba",579999,95.0,3.0,1.0,2.0,19
"Alto Boqueirão, Curitiba",450000,72.0,3.0,2.0,1.0,3
"Uberaba, Curitiba",699000,125.0,3.0,2.0,2.0,75
"Atuba, Curitiba",1389800,368.0,3.0,4.0,4.0,7
"Boqueirão, Curitiba",549700,96.0,2.0,2.0,3.0,17
"Jardim Botânico, Curitiba",570000,125.0,4.0,2.0,4.0,43
"Cajuru, Curitiba",569000,125.0,4.0,2.0,4.0,21
"Santo Inácio, Curitiba",3790000,453.0,3.0,6.0,4.0,63
"Cajuru, Curitiba",800000,160.0,3.0,2.0,2.0,21
"Umbará, Curitiba",320000,120.0,2.0,2.0,2.0,76
"Água Verde, Curitiba",831290,129.0,3.0,2.0,4.0,1
"Uberaba, Curitiba",1490000,196.0,3.0,2.0,3.0,75
"Bacacheri, Curitiba",775000,174.0,3.0,2.0,4.0,9
"Barreirinha, Curitiba",688000,110.0,3.0,2.0,3.0,12
"Atuba, Curitiba",1050000,168.0,3.0,4.0,3.0,7
"Capão Raso, Curitiba",900000,440.0,3.0,3.0,2.0,26
"Tatuquara, Curitiba",185000,45.0,2.0,1.0,1.0,73
"Santa Felicidade, Curitiba",1700000,200.0,3.0,2.0,3.0,61
"Umbará, Curitiba",650000,175.0,3.0,3.0,2.0,76
"Portão, Curitiba",1219900,214.0,4.0,3.0,4.0,56
"Pilarzinho, Curitiba",999000,288.0,4.0,7.0,5.0,54
"Xaxim, Curitiba",460000,126.0,3.0,2.0,2.0,79
"Uberaba, Curitiba",580000,270.0,3.0,8.0,3.0,75
"Santa Felicidade, Curitiba",3900000,451.0,3.0,6.0,6.0,61
"Campo de Santana, Curitiba",200000,70.0,2.0,,2.0,24
"Ecoville, Curitiba",11727783,401.0,4.0,4.0,6.0,35
"Santa Felicidade, Curitiba",850000,65.0,,,,61
"Uberaba, Curitiba",607000,116.0,3.0,1.0,3.0,75
"Alto da Glória, Curitiba",1000000,172.0,,,,4
"Uberaba, Curitiba",1225000,480.0,6.0,7.0,6.0,75
"Campo Comprido, Curitiba",2410000,418.0,3.0,5.0,5.0,23
"Cidade Industrial, Curitiba",335000,85.0,3.0,2.0,1.0,33
"Sitio Cercado, Curitiba",330000,116.0,3.0,,2.0,70
"Boqueirão, Curitiba",450000,130.0,3.0,2.0,2.0,17
"Santa Cândida, Curitiba",550000,51.0,3.0,2.0,3.0,60
"Ahú, Curitiba",1649990,311.0,3.0,4.0,4.0,2
"Guaíra, Curitiba",360000,120.0,3.0,4.0,3.0,40
"Jardim das Américas, Curitiba",840000,142.0,3.0,2.0,3.0,45
"Santa Felicidade, Curitiba",820000,174.0,3.0,2.0,3.0,61
"Portão, Curitiba",780000,180.0,3.0,2.0,1.0,56
"Cidade Industrial, Curitiba",345000,85.0,3.0,2.0,1.0,33
"Pinheirinho, Curitiba",420000,96.0,3.0,1.0,2.0,55
"Uberaba, Curitiba",779000,142.0,3.0,1.0,3.0,75
"Boqueirão, Curitiba",285000,114.0,3.0,2.0,3.0,17
"Uberaba, Curitiba",1600000,185.0,3.0,3.0,3.0,75
"Bom Retiro, Curitiba",1149000,197.0,3.0,2.0,4.0,16
"Água Verde, Curitiba",1290000,300.0,5.0,3.0,3.0,1
"Xaxim, Curitiba",548000,145.0,3.0,2.0,2.0,79
"Butiatuvinha, Curitiba",1550000,1850.0,,,,18
"Abranches, Curitiba",779000,180.0,3.0,2.0,4.0,0
"Cajuru, Curitiba",480000,170.0,3.0,3.0,2.0,21
"Cidade Industrial, Curitiba",270000,72.0,2.0,1.0,2.0,33
"Tingui, Curitiba",699999,204.0,3.0,3.0,1.0,74
"Abranches, Curitiba",499000,99.0,3.0,2.0,1.0,0
"Parolin, Curitiba",950011,206.0,3.0,3.0,3.0,53
"Portão, Curitiba",650000,114.0,3.0,1.0,3.0,56
"Uberaba, Curitiba",597000,115.0,3.0,2.0,3.0,75
"Boqueirão, Curitiba",570000,205.0,3.0,3.0,2.0,17
"Bairro Alto, Curitiba",430000,96.0,3.0,2.0,2.0,10
"Pilarzinho, Curitiba",1298000,243.0,3.0,6.0,2.0,54
"Boa Vista, Curitiba",630000,104.0,3.0,1.0,3.0,15
"Uberaba, Curitiba",574900,150.0,3.0,2.0,2.0,75
"Pinheirinho, Curitiba",1850000,249.0,3.0,4.0,4.0,55
"Bairro Alto, Curitiba",590000,183.0,3.0,2.0,3.0,10
"Rebouças, Curitiba",1250000,160.0,3.0,4.0,1.0,58
"Xaxim, Curitiba",649000,165.0,3.0,2.0,2.0,79
"Abranches, Curitiba",1050000,271.0,4.0,3.0,5.0,0
"Fazendinha, Curitiba",849000,,,,,37
"Abranches, Curitiba",620000,117.0,4.0,2.0,3.0,0
"Boa Vista, Curitiba",640000,120.0,4.0,2.0,3.0,15
"Novo Mundo, Curitiba",550000,141.0,3.0,2.0,3.0,51
"Santa Cândida, Curitiba",581215,104.0,3.0,1.0,3.0,60
"Jardim Botânico, Curitiba",1550000,334.0,4.0,4.0,3.0,43
"Sitio Cercado, Curitiba",339900,78.0,3.0,2.0,1.0,70
"Alto Boqueirão, Curitiba",550000,110.0,,,,3
"Santa Cândida, Curitiba",3000000,360.0,3.0,4.0,3.0,60
"Uberaba, Curitiba",670000,143.0,3.0,3.0,3.0,75
"Água Verde, Curitiba",1150000,153.0,3.0,2.0,5.0,1
"Santa Felicidade, Curitiba",795000,201.0,4.0,3.0,4.0,61
"Atuba, Curitiba",539000,103.0,3.0,2.0,2.0,7
"Atuba, Curitiba",735000,140.0,3.0,2.0,3.0,7
"Pilarzinho, Curitiba",565000,119.0,3.0,2.0,3.0,54
"Santa Felicidade, Curitiba",1490000,194.0,3.0,2.0,2.0,61
"Santo Inácio, Curitiba",1824800,314.0,3.0,4.0,5.0,63
"Vista Alegre, Curitiba",2900000,530.0,3.0,,6.0,78
"Uberaba, Curitiba",680000,97.0,3.0,2.0,1.0,75
"Água Verde, Curitiba",1980000,177.0,3.0,2.0,3.0,1
"Alto Boqueirão, Curitiba",325000,67.0,3.0,1.0,1.0,3
"Parolin, Curitiba",1099000,403.0,4.0,4.0,5.0,53
"Hauer, Curitiba",449000,91.0,3.0,1.0,2.0,41
"Santa Cândida, Curitiba",599000,300.0,1.0,10.0,1.0,60
"Pilarzinho, Curitiba",1200000,263.0,,,,54
"Jardim das Américas, Curitiba",958000,221.0,4.0,3.0,4.0,45
"São Lourenço, Curitiba",1340000,256.0,3.0,8.0,4.0,67
"Alto Boqueirão, Curitiba",350000,70.0,2.0,2.0,1.0,3
"São Braz, Curitiba",2850000,312.0,3.0,6.0,4.0,64
"Barreirinha, Curitiba",925000,400.0,5.0,5.0,5.0,12
"Boqueirão, Curitiba",780000,,,,,17
"Pilarzinho, Curitiba",1200000,,,,,54
"Uberaba, Curitiba",1100000,246.0,3.0,2.0,3.0,75
"Jardim das Américas, Curitiba",750000,195.0,,,,45
"Barreirinha, Curitiba",948000,330.0,3.0,4.0,4.0,12
"Xaxim, Curitiba",400000,100.0,3.0,4.0,3.0,79
"Bairro Alto, Curitiba",400000,60.0,3.0,2.0,1.0,10
"Atuba, Curitiba",495000,77.0,3.0,2.0,2.0,7
"Pilarzinho, Curitiba",360000,96.0,3.0,1.0,1.0,54
"Uberaba, Curitiba",550000,110.0,3.0,2.0,2.0,75
"Santo Inácio, Curitiba",495000,110.0,4.0,2.0,1.0,63
"Santa Felicidade, Curitiba",1820000,294.0,4.0,4.0,5.0,61
"Santa Cândida, Curitiba",470000,100.0,3.0,1.0,2.0,60
"Cascatinha, Curitiba",3318000,310.0,4.0,6.0,5.0,27
"Santa Felicidade, Curitiba",1550000,298.0,4.0,4.0,4.0,61
"Uberaba, Curitiba",650000,130.0,3.0,3.0,3.0,75
"Pinheirinho, Curitiba",930000,160.0,3.0,3.0,3.0,55
"Boqueirão, Curitiba",498000,92.0,3.0,2.0,2.0,17
"Hugo Lange, Curitiba",1110000,210.0,3.0,2.0,4.0,42
