local,preco,metragem,quartos,garagens,banheiros,bairro
"Boa Vista, Curitiba",665000,139.0,3.0,2.0,3.0,15
"Jardim das Américas, Curitiba",525000,153.0,3.0,2.0,3.0,45
"Bacacheri, Curitiba",1800000,480.0,5.0,10.0,4.0,9
"Bacacheri, Curitiba",950000,202.0,3.0,,2.0,9
"Jardim das Américas, Curitiba",970000,135.0,3.0,3.0,3.0,45
"Fazendinha, Curitiba",660000,139.0,4.0,6.0,2.0,37
"Alto Boqueirão, Curitiba",241680,,,,,3
"Novo Mundo, Curitiba",720000,175.0,4.0,4.0,3.0,51
"São Braz, Curitiba",830000,180.0,3.0,3.0,3.0,64
"Cajuru, Curitiba",280000,70.0,3.0,2.0,1.0,21
"Uberaba, Curitiba",424000,123.0,3.0,1.0,3.0,75
"Cidade Industrial, Curitiba",230000,58.0,2.0,1.0,1.0,33
"Santa Cândida, Curitiba",795000,134.0,3.0,2.0,2.0,60
"Pinheirinho, Curitiba",1250000,233.0,4.0,4.0,4.0,55
"Bom Retiro, Curitiba",840000,134.0,3.0,2.0,3.0,16
"Capão da Imbuia, Curitiba",979950,306.0,4.0,5.0,6.0,25
"Parolin, Curitiba",950005,206.0,3.0,3.0,3.0,53
"Butiatuvinha, Curitiba",1820000,295.0,4.0,4.0,6.0,18
"Mercês, Curitiba",1680000,264.0,4.0,3.0,4.0,49
"São Braz, Curitiba",500000,180.0,3.0,2.0,4.0,64
"Campo de Santana, Curitiba",160000,31.0,2.0,1.0,1.0,24
"Hauer, Curitiba",1050000,193.0,4.0,1.0,3.0,41
"Campo de Santana, Curitiba",250000,100.0,3.0,1.0,2.0,24
"Parolin, Curitiba",423000,83.0,3.0,2.0,3.0,53
"Alto Boqueirão, Curitiba",520000,200.0,4.0,3.0,2.0,3
"Jardim das Américas, Curitiba",949500,201.0,4.0,2.0,3.0,45
"Portão, Curitiba",825000,160.0,3.0,3.0,3.0,56
"Campo Comprido, Curitiba",2700000,400.0,5.0,6.0,5.0,23
"Jardim Social, Curitiba",1295000,215.0,,,,44
"Hauer, Curitiba",769000,113.0,4.0,2.0,3.0,41
"Boqueirão, Curitiba",540000,89.0,2.0,1.0,1.0,17
"Mossunguê, Curitiba",1300000,210.0,3.0,2.0,4.0,50
"Boqueirão, Curitiba",360000,99.0,3.0,2.0,2.0,17
"Seminário, Curitiba",949900,150.0,3.0,2.0,5.0,69
"Pilarzinho, Curitiba",669000,156.0,3.0,3.0,2.0,54
"Santa Cândida, Curitiba",3550000,546.0,5.0,5.0,6.0,60
"Ecoville, Curitiba",4044075,212.0,3.0,3.0,5.0,35
"Sitio Cercado, Curitiba",850000,188.0,2.0,2.0,2.0,70
"Santo Inácio, Curitiba",1225000,248.0,3.0,3.0,4.0,63
"Jardim Social, Curitiba",4000000,973.0,4.0,20.0,6.0,44
"Orleans, Curitiba",595000,98.0,3.0,3.0,2.0,52
"Capão da Imbuia, Curitiba",970000,310.0,6.0,1.0,1.0,25
"Taboão, Curitiba",599000,96.0,3.0,2.0,2.0,71
"Xaxim, Curitiba",2200000,300.0,3.0,4.0,5.0,79
"Boqueirão, Curitiba",1899000,225.0,3.0,4.0,4.0,17
"Uberaba, Curitiba",2998000,,,,,75
"Xaxim, Curitiba",680000,100.0,3.0,1.0,3.0,79
"Atuba, Curitiba",819000,230.0,3.0,2.0,3.0,7
"Novo Mundo, Curitiba",800000,158.0,3.0,2.0,4.0,51
"Atuba, Curitiba",739000,163.0,4.0,2.0,4.0,7
"Bairro Alto, Curitiba",500000,110.0,3.0,,3.0,10
"Cidade Industrial, Curitiba",175000,36.0,2.0,,,33
"Uberaba, Curitiba",399000,110.0,3.0,2.0,2.0,75
"Cajuru, Curitiba",580000,133.0,3.0,3.0,3.0,21
"Bairro Alto, Curitiba",979999,312.0,6.0,10.0,4.0,10
"Uberaba, Curitiba",600651,111.0,3.0,1.0,3.0,75
"São Francisco, Curitiba",1201000,173.0,4.0,2.0,4.0,65
"Seminário, Curitiba",3500000,400.0,3.0,8.0,3.0,69
"Pilarzinho, Curitiba",930000,170.0,3.0,2.0,4.0,54
"Vista Alegre, Curitiba",930000,170.0,3.0,2.0,4.0,78
"Cajuru, Curitiba",660000,120.0,2.0,2.0,3.0,21
"Boa Vista, Curitiba",610000,118.0,3.0,2.0,3.0,15
"Bairro Alto, Curitiba",598000,115.0,3.0,2.0,4.0,10
"Jardim das Américas, Curitiba",940000,149.0,3.0,2.0,4.0,45
"Cascatinha, Curitiba",790000000,172.0,3.0,2.0,4.0,27
"Uberaba, Curitiba",1080000,290.0,4.0,,,75
"Jardim Social, Curitiba",2500000,500.0,4.0,10.0,7.0,44
"Campo Comprido, Curitiba",599990,90.0,3.0,2.0,2.0,23
"Santa Felicidade, Curitiba",890000,197.0,3.0,2.0,4.0,61
"Tatuquara, Curitiba",215000,36.0,2.0,2.0,1.0,73
"Santa Quitéria, Curitiba",790005,195.0,4.0,3.0,3.0,62
"Atuba, Curitiba",685000,122.0,3.0,2.0,2.0,7
"Atuba, Curitiba",370000,140.0,2.0,1.0,2.0,7
"Jardim das Américas, Curitiba",840000,137.0,3.0,2.0,4.0,45
"Tarumã, Curitiba",1220000,273.0,5.0,5.0,5.0,72
"Atuba, Curitiba",370000,60.0,2.0,2.0,1.0,7
"Cajuru, Curitiba",599000,120.0,3.0,2.0,4.0,21
"Campo Comprido, Curitiba",680000,204.0,3.0,2.0,3.0,23
"Jardim das Américas, Curitiba",710000,186.0,3.0,2.0,3.0,45
"Jardim das Américas, Curitiba",680000,184.0,3.0,3.0,2.0,45
"Água Verde, Curitiba",1078640,161.0,3.0,2.0,5.0,1
"Jardim das Américas, Curitiba",410000,90.0,3.0,2.0,1.0,45
"Atuba, Curitiba",675000,121.0,3.0,2.0,1.0,7
"Boa Vista, Curitiba",1795000,280.0,5.0,10.0,5.0,15
"Xaxim, Curitiba",680000,96.0,3.0,2.0,3.0,79
"Barreirinha, Curitiba",420000,94.0,3.0,2.0,2.0,12
"Uberaba, Curitiba",1100000,210.0,3.0,5.0,3.0,75
"Boqueirão, Curitiba",599999,143.0,3.0,3.0,3.0,17
"Santa Felicidade, Curitiba",2549000,787.0,3.0,6.0,5.0,61
"Atuba, Curitiba",1021000,238.0,3.0,4.0,4.0,7
"Bigorrilho, Curitiba",1850000,406.0,,,,14
"Bom Retiro, Curitiba",1999000,182.0,3.0,3.0,4.0,16
"Guabirotuba, Curitiba",899900,152.0,3.0,2.0,3.0,39
"Água Verde, Curitiba",1132600,220.0,3.0,2.0,5.0,1
"Abranches, Curitiba",1106336,158.0,3.0,2.0,2.0,0
"Uberaba, Curitiba",769000,141.0,3.0,2.0,3.0,75
"Uberaba, Curitiba",645000,122.0,3.0,2.0,3.0,75
"Uberaba, Curitiba",599000,115.0,3.0,2.0,4.0,75
"Uberaba, Curitiba",730000,168.0,3.0,2.0,3.0,75
"Uberaba, Curitiba",820000,183.0,3.0,2.0,3.0,75
"Uberaba, Curitiba",690000,161.0,3.0,2.0,3.0,75
"Bacacheri, Curitiba",519000,104.0,3.0,2.0,2.0,9
"Cidade Industrial, Curitiba",3480000,403.0,5.0,5.0,5.0,33
"Vista Alegre, Curitiba",2700000,410.0,3.0,3.0,5.0,78
"Portão, Curitiba",1885000,419.0,5.0,8.0,7.0,56
"Boa Vista, Curitiba",970000,134.0,3.0,2.0,4.0,15
"Batel, Curitiba",1499999,311.0,5.0,5.0,4.0,13
"Barreirinha, Curitiba",600000,155.0,4.0,3.0,3.0,12
"Abranches, Curitiba",1118241,158.0,3.0,3.0,3.0,0
"Atuba, Curitiba",492450,104.0,3.0,1.0,3.0,7
"Bacacheri, Curitiba",1170000,220.0,,,,9
"Xaxim, Curitiba",560000,160.0,4.0,2.0,3.0,79
"Capão Raso, Curitiba",590000,116.0,3.0,2.0,3.0,26
"Campo Comprido, Curitiba",1387000,310.0,3.0,4.0,4.0,23
"Uberaba, Curitiba",520000,109.0,3.0,2.0,2.0,75
"Uberaba, Curitiba",539000,140.0,3.0,2.0,2.0,75
"Campo Comprido, Curitiba",849900,240.0,3.0,3.0,3.0,23
"Boqueirão, Curitiba",550000,124.0,3.0,2.0,3.0,17
"Capão Raso, Curitiba",450000,134.0,3.0,5.0,1.0,26
"Fanny, Curitiba",780000,181.0,3.0,2.0,3.0,36
"Jardim Botânico, Curitiba",1100000,190.0,3.0,9.0,4.0,43
"Boa Vista, Curitiba",650000,101.0,3.0,2.0,3.0,15
"Pilarzinho, Curitiba",575005,130.0,3.0,2.0,3.0,54
"Santa Felicidade, Curitiba",1300000,260.0,4.0,3.0,5.0,61
"Bairro Alto, Curitiba",580000,112.0,3.0,2.0,3.0,10
"Rebouças, Curitiba",370000,131.0,3.0,4.0,2.0,58
"Uberaba, Curitiba",659000,129.0,3.0,1.0,3.0,75
"Tarumã, Curitiba",6500000,593.0,5.0,20.0,4.0,72
"Santa Felicidade, Curitiba",1200000,550.0,3.0,5.0,5.0,61
"Água Verde, Curitiba",738000,233.0,3.0,2.0,3.0,1
"Santa Felicidade, Curitiba",690000,117.0,3.0,2.0,2.0,61
"Boa Vista, Curitiba",750000,134.0,3.0,2.0,3.0,15
"Vista Alegre, Curitiba",899000,196.0,3.0,2.0,3.0,78
"São João, Curitiba",4900000,545.0,4.0,4.0,5.0,66
"Santa Quitéria, Curitiba",690000,206.0,4.0,3.0,3.0,62
"Xaxim, Curitiba",998000,197.0,3.0,4.0,5.0,79
"Pinheirinho, Curitiba",658000,173.0,3.0,2.0,3.0,55
"Cajuru, Curitiba",435000,104.0,3.0,1.0,2.0,21
"Jardim das Américas, Curitiba",1800000,390.0,4.0,5.0,4.0,45
"Uberaba, Curitiba",590000,176.0,4.0,3.0,4.0,75
"Barreirinha, Curitiba",550000,143.0,3.0,2.0,3.0,12
"Mercês, Curitiba",945000,182.0,3.0,3.0,4.0,49
"Uberaba, Curitiba",1150000,187.0,3.0,2.0,4.0,75
"Cajuru, Curitiba",710000,142.0,3.0,2.0,4.0,21
"Vila Izabel, Curitiba",895000,250.0,3.0,4.0,3.0,77
"Uberaba, Curitiba",589023,175.0,4.0,3.0,4.0,75
"Guabirotuba, Curitiba",569000,142.0,3.0,1.0,2.0,39
"Bacacheri, Curitiba",720000,200.0,5.0,5.0,4.0,9
"Uberaba, Curitiba",1640000,232.0,3.0,3.0,5.0,75
"Boa Vista, Curitiba",660000,164.0,3.0,2.0,4.0,15
"Água Verde, Curitiba",914000,132.0,3.0,2.0,4.0,1
"Boa Vista, Curitiba",2299997,270.0,5.0,3.0,3.0,15
"Pilarzinho, Curitiba",680000,166.0,3.0,3.0,3.0,54
"Cidade Industrial, Curitiba",1285000,210.0,3.0,4.0,4.0,33
"Cidade Industrial, Curitiba",1050000,151.0,3.0,3.0,1.0,33
"Portão, Curitiba",649000,121.0,3.0,2.0,2.0,56
"Guabirotuba, Curitiba",450000,75.0,3.0,3.0,2.0,39
"Cidade Industrial, Curitiba",420000,160.0,1.0,1.0,1.0,33
"Centro, Curitiba",340000,137.0,,,,28
"Cidade Industrial, Curitiba",300000,82.0,3.0,2.0,2.0,33
"Hauer, Curitiba",619000,130.0,3.0,2.0,2.0,41
"Portão, Curitiba",1500000,643.0,8.0,6.0,7.0,56
"Rebouças, Curitiba",789900,417.0,3.0,,3.0,58
"Pilarzinho, Curitiba",789000,133.0,3.0,2.0,4.0,54
"Vista Alegre, Curitiba",1320000,154.0,3.0,2.0,2.0,78
"Boqueirão, Curitiba",568000,198.0,3.0,2.0,2.0,17
"Sitio Cercado, Curitiba",880000,200.0,4.0,3.0,2.0,70
"Cidade Industrial, Curitiba",280000,68.0,2.0,,1.0,33
"Cidade Industrial, Curitiba",650000,195.0,3.0,2.0,1.0,33
"Uberaba, Curitiba",450000,87.0,3.0,1.0,3.0,75
"Vista Alegre, Curitiba",1320000,182.0,3.0,2.0,4.0,78
"Novo Mundo, Curitiba",425900,90.0,3.0,2.0,2.0,51
"Jardim Social, Curitiba",842000,205.0,3.0,3.0,4.0,44
"Boqueirão, Curitiba",1179000,260.0,3.0,3.0,3.0,17
"Butiatuvinha, Curitiba",1900000,350.0,4.0,3.0,3.0,18
"Boqueirão, Curitiba",500000,112.0,3.0,3.0,2.0,17
"São Braz, Curitiba",550000,116.0,3.0,3.0,1.0,64
"Xaxim, Curitiba",820000,140.0,3.0,2.0,4.0,79
"Cajuru, Curitiba",450000,120.0,3.0,2.0,1.0,21
"Campo de Santana, Curitiba",170000,37.0,2.0,1.0,1.0,24
"Seminário, Curitiba",1250000,200.0,4.0,2.0,3.0,69
"Capão da Imbuia, Curitiba",785000,140.0,3.0,2.0,2.0,25
"Fazendinha, Curitiba",698000,129.0,3.0,2.0,3.0,37
"Campo Comprido, Curitiba",698000,129.0,3.0,2.0,3.0,23
"Sitio Cercado, Curitiba",295000,,,,,70
"Uberaba, Curitiba",539900,167.0,3.0,2.0,3.0,75
"Boqueirão, Curitiba",595000,93.0,,,,17
"Tatuquara, Curitiba",180000,33.0,2.0,1.0,1.0,73
"Campo de Santana, Curitiba",335000,70.0,2.0,1.0,3.0,24
"Jardim das Américas, Curitiba",595000,134.0,3.0,3.0,3.0,45
"Hauer, Curitiba",879000,173.0,3.0,2.0,3.0,41
"Novo Mundo, Curitiba",800000,144.0,3.0,3.0,3.0,51
"Boa Vista, Curitiba",850000000,200.0,4.0,,,15
"Santa Cândida, Curitiba",400000,101.0,2.0,2.0,2.0,60
"Sitio Cercado, Curitiba",1180000,343.0,5.0,7.0,1.0,70
"Mercês, Curitiba",950000,182.0,3.0,3.0,5.0,49
"Mercês, Curitiba",1595000,253.0,3.0,2.0,4.0,49
"Campo de Santana, Curitiba",210000,50.0,2.0,2.0,1.0,24
"Cidade Industrial, Curitiba",300000,66.0,3.0,1.0,1.0,33
"Uberaba, Curitiba",980000,129.0,3.0,2.0,3.0,75
"Xaxim, Curitiba",450000,79.0,3.0,2.0,2.0,79
"Jardim das Américas, Curitiba",599000,109.0,3.0,2.0,3.0,45
"Santa Felicidade, Curitiba",1680000,320.0,5.0,10.0,5.0,61
"Uberaba, Curitiba",450000,114.0,3.0,2.0,2.0,75
"Boqueirão, Curitiba",586000,119.0,3.0,2.0,3.0,17
"Santa Felicidade, Curitiba",1820000,354.0,6.0,2.0,6.0,61
"Novo Mundo, Curitiba",780000,210.0,3.0,2.0,3.0,51
"Pinheirinho, Curitiba",597000,,,,,55
"Pinheirinho, Curitiba",699000,,,,,55
"Xaxim, Curitiba",675011,180.0,3.0,2.0,3.0,79
"Pilarzinho, Curitiba",650000,188.0,3.0,,3.0,54
"Boa Vista, Curitiba",599000,122.0,3.0,1.0,3.0,15
"Boa Vista, Curitiba",720000,139.0,3.0,2.0,3.0,15
"Butiatuvinha, Curitiba",1820000,255.0,4.0,2.0,4.0,18
"Novo Mundo, Curitiba",375000,60.0,2.0,1.0,1.0,51
"Bairro Alto, Curitiba",440000,124.0,3.0,,1.0,10
"Portão, Curitiba",675000,114.0,3.0,2.0,2.0,56
"Novo Mundo, Curitiba",400000,80.0,3.0,2.0,1.0,51
"Batel, Curitiba",925800,48.0,1.0,,1.0,13
"Bairro Alto, Curitiba",579900,132.0,3.0,3.0,1.0,10
"Campo Comprido, Curitiba",890000,161.0,3.0,2.0,4.0,23
"Bom Retiro, Curitiba",900148,15701.0,3.0,1.0,2.0,16
"Capão Raso, Curitiba",800000,222.0,4.0,10.0,4.0,26
"Cajuru, Curitiba",570000,120.0,3.0,4.0,3.0,21
"Tatuquara, Curitiba",185000,,,,,73
"Campo de Santana, Curitiba",250000,70.0,2.0,1.0,2.0,24
"Bigorrilho, Curitiba",2567631,119.0,3.0,3.0,3.0,14
"Portão, Curitiba",551454,81.0,2.0,1.0,2.0,56
"Alto da Glória, Curitiba",1126173,75.0,2.0,1.0,2.0,4
"Alto da Glória, Curitiba",716100,75.0,2.0,1.0,2.0,4
"Rebouças, Curitiba",586625,61.0,1.0,,2.0,58
"Mercês, Curitiba",899000,196.0,3.0,2.0,4.0,49
"Cidade Industrial, Curitiba",550000,79.0,3.0,,2.0,33
"Campo Comprido, Curitiba",715000,110.0,3.0,2.0,3.0,23
"Boa Vista, Curitiba",1200012,265.0,4.0,3.0,5.0,15
"Uberaba, Curitiba",749000,244.0,3.0,2.0,4.0,75
"Sitio Cercado, Curitiba",470000,92.0,3.0,1.0,2.0,70
"Alto Boqueirão, Curitiba",1080000,243.0,3.0,4.0,3.0,3
"Uberaba, Curitiba",650000,145.0,3.0,4.0,3.0,75
"Jardim das Américas, Curitiba",890000,267.0,3.0,4.0,3.0,45
"Ahú, Curitiba",974870,149.0,3.0,3.0,4.0,2
"Jardim das Américas, Curitiba",470000,69.0,1.0,1.0,2.0,45
"Jardim das Américas, Curitiba",849000,170.0,4.0,3.0,4.0,45
"Tingui, Curitiba",430001,111.0,3.0,1.0,3.0,74
"Pinheirinho, Curitiba",799000,,,,,55
"Santa Cândida, Curitiba",495000,160.0,3.0,4.0,2.0,60
"Umbará, Curitiba",2500000,273.0,3.0,4.0,5.0,76
"São Francisco, Curitiba",1750000,520.0,3.0,1.0,2.0,65
"Cajuru, Curitiba",370000,145.0,3.0,,1.0,21
"Água Verde, Curitiba",2300000,400.0,6.0,5.0,5.0,1
"Umbará, Curitiba",599000,132.0,3.0,2.0,3.0,76
"Guabirotuba, Curitiba",357000,62.0,2.0,2.0,1.0,39
"Boa Vista, Curitiba",750000,163.0,3.0,2.0,4.0,15
"Boa Vista, Curitiba",995000,154.0,3.0,2.0,3.0,15
"São Braz, Curitiba",990001,230.0,5.0,2.0,4.0,64
"Santa Felicidade, Curitiba",1900000,311.0,4.0,3.0,6.0,61
"Sitio Cercado, Curitiba",360000,92.0,3.0,3.0,2.0,70
"Bom Retiro, Curitiba",993112,,,,,16
"Taboão, Curitiba",299000,132.0,3.0,2.0,2.0,71
"Fazendinha, Curitiba",350000,160.0,5.0,4.0,3.0,37
"Santa Cândida, Curitiba",420000,117.0,3.0,2.0,2.0,60
"Uberaba, Curitiba",550000,151.0,3.0,,3.0,75
"Pinheirinho, Curitiba",680000,150.0,3.0,3.0,2.0,55
"Santa Cândida, Curitiba",320000,84.0,3.0,2.0,1.0,60
"Santa Felicidade, Curitiba",660000,120.0,3.0,2.0,2.0,61
"Taboão, Curitiba",449000,99.0,3.0,2.0,3.0,71
"Mercês, Curitiba",1876900,188.0,3.0,2.0,4.0,49
"Abranches, Curitiba",1390000,213.0,3.0,2.0,3.0,0
"Xaxim, Curitiba",320000,140.0,4.0,2.0,2.0,79
"Boa Vista, Curitiba",630000,110.0,3.0,2.0,2.0,15
"Bairro Alto, Curitiba",370000,45.0,2.0,1.0,1.0,10
"Bairro Alto, Curitiba",470000,64.0,3.0,1.0,1.0,10
"Santa Felicidade, Curitiba",2700000,312.0,4.0,6.0,5.0,61
"Atuba, Curitiba",525000,118.0,3.0,2.0,3.0,7
"Xaxim, Curitiba",2100000,249.0,3.0,4.0,4.0,79
"Água Verde, Curitiba",1132600,162.0,3.0,2.0,1.0,1
"Barreirinha, Curitiba",429900,115.0,3.0,1.0,1.0,12
"Taboão, Curitiba",520000,120.0,,,,71
"Cidade Industrial, Curitiba",230000,58.0,2.0,1.0,2.0,33
"Cascatinha, Curitiba",1456000,250.0,3.0,2.0,4.0,27
"Tatuquara, Curitiba",235000,,,,,73
"Tatuquara, Curitiba",230000,,,,,73
"Bigorrilho, Curitiba",2833033,139.0,3.0,3.0,5.0,14
"Campo de Santana, Curitiba",240000,60.0,3.0,1.0,2.0,24
"Taboão, Curitiba",499000,99.0,3.0,1.0,2.0,71
"Bigorrilho, Curitiba",2536314,97.0,2.0,3.0,3.0,14
"Santa Felicidade, Curitiba",899000,196.0,3.0,2.0,4.0,61
"Taboão, Curitiba",499000,99.0,3.0,2.0,2.0,71
"Santo Inácio, Curitiba",1900000,340.0,3.0,4.0,5.0,63
"Campo de Santana, Curitiba",270000,70.0,3.0,1.0,2.0,24
"Cidade Industrial, Curitiba",199000,55.0,3.0,2.0,2.0,33
"Guaíra, Curitiba",750000,214.0,4.0,3.0,2.0,40
"Uberaba, Curitiba",649999,162.0,4.0,2.0,3.0,75
"Boqueirão, Curitiba",369900,70.0,3.0,3.0,1.0,17
"Boqueirão, Curitiba",750000,148.0,3.0,5.0,3.0,17
"Santo Inácio, Curitiba",699900,172.0,3.0,4.0,3.0,63
"Campo Comprido, Curitiba",640000,116.0,3.0,2.0,2.0,23
"Boa Vista, Curitiba",2150000,528.0,5.0,8.0,5.0,15
"Xaxim, Curitiba",753000,137.0,3.0,2.0,4.0,79
"Santo Inácio, Curitiba",1682000,191.0,3.0,4.0,5.0,63
"Boa Vista, Curitiba",650000,148.0,3.0,2.0,3.0,15
"Uberaba, Curitiba",430000000,95.0,3.0,2.0,3.0,75
"Cajuru, Curitiba",385000,200.0,3.0,,3.0,21
"Boqueirão, Curitiba",450000,101.0,3.0,2.0,2.0,17
"Abranches, Curitiba",1099000,207.0,4.0,2.0,4.0,0
"Santo Inácio, Curitiba",915000,206.0,3.0,3.0,2.0,63
"Campo Comprido, Curitiba",590000,111.0,3.0,2.0,2.0,23
"Cidade Industrial, Curitiba",640000,126.0,3.0,2.0,2.0,33
"Boa Vista, Curitiba",730000,117.0,3.0,2.0,3.0,15
"Boa Vista, Curitiba",590000,,,,,15
"Boqueirão, Curitiba",329999,96.0,2.0,1.0,1.0,17
"Pinheirinho, Curitiba",265000,45.0,2.0,1.0,1.0,55
"Jardim das Américas, Curitiba",620000,132.0,4.0,2.0,4.0,45
"Campo Comprido, Curitiba",898520,128.0,3.0,2.0,4.0,23
"Orleans, Curitiba",590000,111.0,3.0,2.0,2.0,52
"Boa Vista, Curitiba",1200000,225.0,3.0,3.0,3.0,15
"Boa Vista, Curitiba",1180000,115.0,3.0,4.0,1.0,15
"Bairro Alto, Curitiba",820999,221.0,3.0,3.0,2.0,10
"Cachoeira, Curitiba",362000,111.0,4.0,3.0,2.0,20
"Santa Felicidade, Curitiba",710000,210.0,2.0,4.0,1.0,61
"Barreirinha, Curitiba",850000,200.0,3.0,6.0,3.0,12
"Barreirinha, Curitiba",750000,165.0,3.0,2.0,2.0,12
"Fanny, Curitiba",749000,135.0,3.0,2.0,3.0,36
"Novo Mundo, Curitiba",980000,212.0,5.0,4.0,4.0,51
"Xaxim, Curitiba",680000,195.0,3.0,2.0,2.0,79
"Xaxim, Curitiba",630000,140.0,3.0,2.0,2.0,79
"Boqueirão, Curitiba",480000,124.0,3.0,3.0,3.0,17
"Campo Comprido, Curitiba",1437000,316.0,4.0,4.0,3.0,23
"Campo Comprido, Curitiba",1690000,307.0,4.0,4.0,3.0,23
"Boa Vista, Curitiba",639000,118.0,3.0,2.0,4.0,15
"Alto Boqueirão, Curitiba",649000,130.0,3.0,2.0,3.0,3
"Atuba, Curitiba",454800,97.0,3.0,2.0,3.0,7
"Pinheirinho, Curitiba",575000,150.0,3.0,2.0,3.0,55
"Pinheirinho, Curitiba",435000,110.0,3.0,2.0,2.0,55
"Cajuru, Curitiba",498950,140.0,3.0,2.0,4.0,21
"Cajuru, Curitiba",698950,170.0,3.0,3.0,3.0,21
"Cajuru, Curitiba",528950,145.0,3.0,2.0,4.0,21
"Champagnat, Curitiba",1600000,222.0,3.0,2.0,4.0,32
"Xaxim, Curitiba",1500000,283.0,3.0,4.0,3.0,79
"Atuba, Curitiba",1021011,234.0,3.0,4.0,4.0,7
"Boa Vista, Curitiba",2300000,270.0,5.0,3.0,3.0,15
"Guaíra, Curitiba",320000,99.0,3.0,,1.0,40
"Parolin, Curitiba",2200000,500.0,5.0,6.0,6.0,53
"Bacacheri, Curitiba",1169000,199.0,3.0,4.0,4.0,9
"Bairro Alto, Curitiba",580000,116.0,3.0,2.0,4.0,10
"São Francisco, Curitiba",850000,156.0,2.0,2.0,1.0,65
"Boa Vista, Curitiba",530000,134.0,3.0,4.0,3.0,15
"Uberaba, Curitiba",550000,120.0,3.0,1.0,2.0,75
"Jardim das Américas, Curitiba",1400000,360.0,3.0,6.0,1.0,45
"Água Verde, Curitiba",1203300,220.0,3.0,2.0,3.0,1
"Uberaba, Curitiba",550000,132.0,3.0,2.0,3.0,75
"Alto Boqueirão, Curitiba",498750,230.0,,,,3
"Tingui, Curitiba",1360000,268.0,3.0,5.0,3.0,74
"Boqueirão, Curitiba",1290000,200.0,4.0,3.0,4.0,17
"Xaxim, Curitiba",585000,152.0,3.0,2.0,3.0,79
"Bairro Alto, Curitiba",460000,,,,,10
"Xaxim, Curitiba",420000,110.0,3.0,2.0,1.0,79
"Boqueirão, Curitiba",429900,95.0,3.0,2.0,3.0,17
"Orleans, Curitiba",480000,150.0,4.0,2.0,3.0,52
"Parolin, Curitiba",2200001,501.0,5.0,4.0,6.0,53
"Sitio Cercado, Curitiba",250000,48.0,2.0,1.0,1.0,70
"Cidade Industrial, Curitiba",1290000,163.0,3.0,2.0,4.0,33
"Xaxim, Curitiba",640010,157.0,3.0,8.0,3.0,79
"Cascatinha, Curitiba",3318978,311.0,4.0,6.0,1.0,27
"Santa Cândida, Curitiba",530000,148.0,3.0,2.0,4.0,60
"Boqueirão, Curitiba",329993,96.0,2.0,1.0,1.0,17
"Campo de Santana, Curitiba",189900,,,,,24
"Bairro Alto, Curitiba",1498950,260.0,3.0,2.0,4.0,10
"Fazendinha, Curitiba",749000,,,,,37
"Pilarzinho, Curitiba",670000,174.0,3.0,2.0,2.0,54
"Xaxim, Curitiba",749000,127.0,3.0,2.0,3.0,79
"Campo Comprido, Curitiba",1799999,208.0,5.0,3.0,5.0,23
"Abranches, Curitiba",2750000,150.0,4.0,4.0,5.0,0
"Jardim das Américas, Curitiba",820000,131.0,3.0,2.0,5.0,45
"Campo Comprido, Curitiba",1799999,200.0,3.0,3.0,2.0,23
"Tingui, Curitiba",599900,145.0,3.0,2.0,1.0,74
"Abranches, Curitiba",680000,210.0,5.0,3.0,3.0,0
"Alto Boqueirão, Curitiba",304000,60.0,,,,3
"Uberaba, Curitiba",4200000,396.0,4.0,4.0,4.0,75
"São João, Curitiba",4250000,510.0,4.0,10.0,6.0,66
"Santa Felicidade, Curitiba",1790000,298.0,3.0,4.0,4.0,61
"Santa Felicidade, Curitiba",698000,106.0,3.0,2.0,2.0,61
"Pinheirinho, Curitiba",899000,,,,,55
"Campo Comprido, Curitiba",1100000,230.0,3.0,2.0,3.0,23
"Santa Cândida, Curitiba",2500000,406.0,4.0,4.0,4.0,60
"Santa Cândida, Curitiba",520000,110.0,3.0,1.0,3.0,60
"Umbará, Curitiba",2200000,430.0,4.0,,,76
"Seminário, Curitiba",580000,112.0,3.0,2.0,3.0,69
"Santa Felicidade, Curitiba",550000,125.0,3.0,2.0,3.0,61
"Vista Alegre, Curitiba",979900,174.0,3.0,2.0,3.0,78
"Bairro Alto, Curitiba",1318999,190.0,3.0,4.0,3.0,10
"Barreirinha, Curitiba",459999,128.0,3.0,2.0,1.0,12
"Bairro Alto, Curitiba",590000,160.0,2.0,5.0,2.0,10
"Bairro Alto, Curitiba",590000,131.0,3.0,1.0,3.0,10
"Uberaba, Curitiba",350000,54.0,2.0,3.0,1.0,75
"Uberaba, Curitiba",550000,130.0,3.0,2.0,4.0,75
"Guabirotuba, Curitiba",721000,199.0,3.0,2.0,3.0,39
"Parolin, Curitiba",460901,83.0,4.0,1.0,2.0,53
"Santa Felicidade, Curitiba",850000,164.0,4.0,,3.0,61
"Sitio Cercado, Curitiba",370000,80.0,3.0,1.0,1.0,70
"Cajuru, Curitiba",530000,119.0,3.0,2.0,3.0,21
"Ecoville, Curitiba",860000,137.0,3.0,2.0,2.0,35
"Atuba, Curitiba",575000,221.0,3.0,2.0,2.0,7
"Uberaba, Curitiba",597000,115.0,3.0,2.0,2.0,75
